name,Negative_0705,Negative_0805,Negative_1305,Negative_2504,Negative3_0605,NegativeSab_0905,Negcontrole_librrun,PEDI00208_Rand,PEDI00209_Rand,PEDI00210_Rand,PEDI00211_Rand,PEDI00212_Rand,PEDI00213_Rand,PEDI00214_Rand,PEDI00216_Rand,PEDI00217_Rand,PEDI00218_Rand,PEDI00221_Rand,PEDI00232_Rand,PEDI00237_Rand,PEDI00238_Rand,PEDI00239_Rand,PEDI00240_Rand,PEDI00241_Rand,PEDI00242_Rand,PEDI00243_Rand,PEDI00244_Rand,PEDI00245_Rand,PEDI00246_Rand,PEDI00247_Rand,PEDI00248_Rand,PEDI00249_Rand,PEDI00250_Rand,PEDI00251_Rand,PEDI00252_Rand,PEDI00257_Rand,PEDI00261_Rand,PEDI00264_Rand,PEDI00268_Rand,PEDI00270_Rand,PEDI01152_Rand,PEDI01153_Rand,PEDI01154_Rand,PEDI01160_Rand,PEDI01161_Rand,PEDI01162_Rand,PEDI01163_Rand,PEDI01164_Rand,PEDI01165_Rand,PEDI01167_Rand,PEDI01169_Rand,PEDI01172_Rand,PEDI01174_Rand,PEDI01178_Rand,PEDI01181_Rand,PEDI01183_Rand,PEDI01184_Rand,PEDI01185_Rand,PEDI01187_Rand,PEDI01189_Rand,PEDI01192_Rand,PEDI01193_Rand,PEDI01195_Rand,PEDI01196_Rand,PEDI01197_Rand,PEDI01198_Rand,PEDI01199_Rand,PEDI01200_Rand,PEDI01201_Rand,PEDI01202_Rand,PEDI01203_Rand,PEDI01204_Rand,PEDI01206_Rand,PEDI01207_Rand,PEDI01208_Rand,PEDI01209_Rand,PEDI01210_Rand,PEDI01212_Rand,PEDI01213_Rand,PEDI01214_Rand,PEDI01215_Rand,PEDI01216_Rand,PEDI02946_Rand,PEDI02947_Rand,PEDI02949_Rand,PEDI02951_Rand,PEDI02958_Rand,PEDI02963_Rand,PEDI02964_Rand,PEDI02966_Rand,PEDI02991_Rand,PEDI02994_Rand,PEDI02995_Rand,PEDI02999_Rand,PEDI03000_Rand,Positive_1305
Anaerobutyricum,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,849360,189,0,0,0,0,0,0,22,0,0,0,173,8828,0,0,0,110,0,0,160804,55,1506,164,795,92,17190,0,21,16,13,0,20583,273,0,0,156,2479,0,0,0,58,24,4542,0,0,992,3177,0,214,0,32,0,31,0,0,252,101,0,0,710,16,362,174,14,720,0,0,0,0,14,78,0,0,293,0,328,42,0,98866
Stenotrophomonas,0,21,0,0,10,25,22,0,16,12,34,2547,0,67,0,32,62,0,0,0,48,33,11,21,39653,44,23,46,58,101,13,269,11,232,118,13,5842,0,522,14,729,34,355,2544,408,194,34,16,587,61840,21,0,112,114,0,13,0,109,0,7437,36,61,227,31,0,15,14,46,36,66,31,121,21,71,0,27,34,12,47,21,17,280,50,37,55,50,53,37,0,11,37,13,17,352,13,31
Loigolactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zag111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52530,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,174,0,99,0,25,0,152,0,0,11,0,0,109,114,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,42,0,0,0,0,0,0,0,0,0,0,0,29,0,279
Yokenella,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,111,0,0,0,0,0,0,0,1567,0,0,0,20,0,0,0,0,0,57,0,74,0,50,0,56,0,29,220,13,310,0,0,457,1936,0,0,0,0,0,0,0,0,0,174,0,66,0,0,0,0,0,892,10,0,0,10,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,88,0,0
Amedibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,0,0,0,1168,0,0,0,14,98,0,0,0,152,0,0,7193,0,221,0,148,0,29,0,0,0,0,0,98,0,0,0,0,0,0,0,0,57,0,87,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,15,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,15,45,0,333
Citrobacter_B,0,0,0,0,0,0,0,0,13,0,17,39,0,0,48,0,2279,0,0,0,0,0,61,0,224561,13,0,0,293,253,0,0,0,0,4526,0,47,0,331,28,12067,0,18,7487,17,10319,0,0,42150,1748,0,0,0,21,0,0,0,46,0,1018,0,361,0,504,0,0,19,3075,16,17,0,127,22,0,0,0,40,10,0,0,88,2038,0,0,0,0,119,0,0,0,0,0,10,979,0,0
Hungatella_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,18,0,0,0,0,16,0,0,0,0,0,0,963,0,89,0,120,0,55,0,0,0,0,0,174,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,153
ER4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,28788,35,0,0,0,0,0,0,2000,0,0,0,0,1570,0,0,0,206,0,0,3963,0,3614,0,4661,228,2505,0,0,47,15,0,3097,1067,0,0,80,506,0,0,0,48,0,603,0,21,0,13,0,451,0,0,0,18,0,0,30,36,0,0,91,0,94,55,0,1706,0,0,0,0,0,26,0,0,203,0,12,27,0,78557
Dialister,0,0,0,0,0,0,0,0,0,0,0,368,33,15,0,0,376878,12,0,0,16,0,0,1609,61,635,21,221,829,38777,0,0,0,1364,0,92,1945,376,188,305,84267,374,146900,0,211,50,2041,0,220216,1537,23,25,2065,1900,0,0,139,16580,177,77491,0,87,41,1056,45,0,26,12,10,6682,0,2036,218,2764,0,421,7165,49,306,303,132,324,1547,1055,107,0,2752,1359,0,0,2089,0,1887,230,23,3765
HGM05232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,760,0,269,0,135,0,103,0,0,107,0,0,230,500,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,10,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,11,0,202
CAG-762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,47
CAG-603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,43,139,0,0,0,13,13,0,17762,0,1503,0,91,0,310,0,0,0,0,0,679,0,0,0,0,11,0,0,0,0,0,42,0,0,0,0,0,54,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,20,0,3187
CAG-605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,32,0,11,0,11,0,0,0,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces,0,0,0,0,0,0,0,0,0,0,0,1448,0,12,0,0,2081,0,0,0,0,0,0,0,3151,26,0,12,1434,77,0,30,0,39,28,0,665,0,71,59,1077,12,904,27,64,288,109,0,285,4512,0,0,16,30,0,0,0,66,26,1377,10,86,28,13,0,19,0,389,0,870,0,122,38,30,0,17,12,0,48,28,10,323,0,0,0,0,15,51,0,0,10,0,0,253,0,3725
Fusicatenibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,37111,76,0,0,0,0,0,0,1572,0,0,19,291,1459,0,0,0,150,0,0,23450,0,229335,0,2488,0,48919,0,0,56,13,0,2812,136,0,0,380,49,0,0,0,337,12,182,0,0,63,62,0,2984,0,0,0,28,0,0,110,19,0,0,186,0,882,158,36,2108,26,0,0,0,30,66,0,0,27,0,88,176,0,565217
Slackia_A,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,8905,0,0,0,0,0,0,0,703,0,0,0,99,661,0,0,0,63,20,0,8933,0,1122,0,266,0,1793,0,0,263,0,0,1015,827,0,0,0,38,0,0,0,19,0,184,0,462,0,65,0,0,0,0,0,0,0,22,0,0,0,0,96,0,27,14,0,601,34,0,0,0,68,0,0,0,0,0,29,32646,0,1053
GCA-900066135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63110,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,95,0,0,12804,0,1736,19,308,23,630,0,10,36,16,0,1294,41,0,0,17,608,0,0,0,22,0,519,0,0,0,33,0,69,0,0,0,79,0,0,47,21,0,0,21,0,15,26,0,1141,0,0,0,0,0,28,0,0,28,0,0,80,0,17316
Marseille-P3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,574,0,459,0,249,0,115,0,0,0,0,0,145,630,0,0,0,18,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,238
Faecalibacillus,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,27699,0,0,0,0,0,0,0,1774,0,0,0,39,342,0,0,0,243,11,0,2397,0,387,0,1816,29,1542,0,0,64,0,0,1043,0,0,0,0,58,0,0,0,10,0,1878,0,0,119,0,0,132,0,11,0,0,0,0,49,205,0,0,287,0,264,0,0,255,0,0,0,0,0,34,0,0,58,0,47,35,0,56008
CAG-826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,79,0,130,0,32,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAMH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,48,0,19,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19
UMGS1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,301,0,0,30,0,0,0,26,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0
HGM11616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,137,0,15,0,147,0,0,74,0,0,15,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
Anaerosporomusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,11,0,0,0,0,11,0,0,12,148,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
UMGS1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6551,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,47,0,0,34,0,694,0,668,0,304,0,0,0,0,0,232,329,0,0,0,10,0,0,0,18,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,1027
RF16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,23,23,0,677,0,76,0,417,0,163,0,0,37,0,0,347,64,0,0,0,12,0,0,0,0,0,43,0,0,0,0,0,0,0,140,0,10,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,63
UMGS1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,36,0,20,0,11,0,14,0,0,0,0,0,30,272,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,154,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
UMGS2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,157,0,201,0,29,0,0,0,0,35,0,0,10,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
UBA10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,36,0,0,0,0,13,0,0,0,0,0,0,190,0,15,0,37,119,3269,0,0,0,0,0,29,143,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,20,0,0,0,0,154
Hydrogeniiclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8155,0,0,0,0,0,0,0,15,0,0,0,0,60,0,0,0,65,0,0,2478,0,186,0,266,0,793,10,0,14,0,0,171,566,0,0,30,17,0,0,0,18,0,54,0,94,16,0,0,17,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1790
Gleimia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,141,0,0,94,43,0,0,0,85,0,0,17,0,10,0,67,0,88,0,0,0,23,0,0,18,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,32,0,0,0,0,75,0,0,0,0,26,40,0,0,0,0,0,0,0,0
UBA11517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,52,0,0,0,0,18,0,0,0,23,0,0,122,0,0,0,76,0,84,0,0,474,0,0,22,18,0,0,0,0,0,0,0,325,0,467,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Angelakisella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,0,0,0,0,0,0,0,16,0,0,0,0,87,0,0,0,36,0,0,586,0,2174,0,1153,0,366,0,0,0,0,0,330,328,0,0,0,122,0,0,0,21,0,100,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,387,0,0,0,0,0,51,0,0,31,0,0,0,0,2039
RUG131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,193,0,0,0,0,19,0,0,0,35,0,0,51,0,0,0,46,0,72,0,0,0,0,0,0,87,0,0,0,10,0,0,0,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,19,0,0
Neisseria,0,0,0,0,0,13,0,0,0,0,0,2813,0,0,0,0,128,0,0,0,11,0,0,0,204,0,0,0,32,0,0,36,0,93,49,0,154,0,59,0,963,0,184,59,112,23,0,0,113,9341,0,0,23,0,0,0,0,79,0,466,0,31,32,0,0,0,0,1347,0,16,13,34,40,22,0,27,19,0,80,14,0,315,18,0,0,14,0,0,0,0,0,0,0,96,0,22
NSJ-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,12,0,23,0,36,0,0,0,0,0,116,35,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
UMGS1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,138,0,84,0,26,0,15,0,40,0,0,0,14,0,0,0,10,0,0,0,0,0,0,914,0,29,259,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,26,0,10
Campylobacter_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1238,0,0,0,0,79,0,0,0,85,0,0,339,0,349,0,2141,0,160,0,0,50,0,0,60,362,0,0,0,23,0,0,0,13,0,57,0,0,0,16,0,61,11,0,0,44,0,0,57,45,11,38,26,0,0,0,0,10,0,13,0,0,10,22,0,0,10,0,0,21,0,20
Faecalicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,32,0,0,0,0,81,0,0,0,233,0,0,573,0,34,0,174,0,138,0,35,0,0,0,77,30,0,0,36,0,0,0,0,80,0,125,0,0,0,0,0,0,0,0,0,34,0,0,0,11,0,0,132,0,0,0,0,58,20,16,0,0,20,31,0,0,31,0,0,0,0,226
NSJ-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42936,0,0,0,0,0,0,13,0,0,0,0,18,729,0,0,0,832,0,0,6046,0,20285,0,9480,13,4876,0,0,0,0,0,3913,0,0,0,84,82,0,0,0,46,0,2662,0,0,29,19,0,69,0,0,0,25,0,24,94,54,0,0,71,0,207,14,133,6686,22,0,0,0,91,0,0,0,42,0,0,51,0,29602
Gemella,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,18,608,0,0,0,0,0,0,12,6469,16,0,26,15,195,0,0,0,432,50,0,1080,0,202,23,1347,0,1434,85,50,134,116,0,953,166,0,0,361,85,0,0,0,73,10,565,0,30,498,22,0,12,0,2216,11,189,0,18,0,23,0,0,480,0,37,0,0,203,77,0,0,0,43,62,0,0,230,38,84,173,0,2192
Exiguobacterium,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,16879,0,0,0,0,10,0,0,0,15,0,0,277,0,0,0,68,0,19,48,0,50,0,0,19,712,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Bruticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,122,0,0,0,82,0,56,0,0,124,0,0,180,21,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,457
UBA7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,44,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanobacillus,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,34,0,0,0,0,0,0,0,1567,0,0,0,0,33,0,0,0,98,11,0,271,0,34,0,92,0,54,0,0,0,0,0,22,906,0,0,26,0,0,0,0,0,0,211,0,0,13,0,0,0,0,0,0,47,0,0,0,10,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,172,0,13
Ruminococcus_B,0,0,0,0,0,0,0,20,0,1764,65,45,307,0,67,25,9440,0,0,0,98,36,0,450,0,49,0,537,15378,773,1363,0,0,17490,0,199,193259,484,1198597,10925,193828,0,9882,97,0,169,0,10,2978,14,0,0,60,53,0,0,0,8727,13,20526,48,0,89,3445,0,136,0,0,0,20,0,412,18,715,33,0,218,0,146,0,4398,773457,279,144,801,0,5122,0,0,0,0,19,1084,68877,0,5370
Ruminococcus_A,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,14702,45,0,0,0,0,0,0,69,20,0,0,101,963,0,0,0,111,0,0,11402,0,4442,24,1564,104,56908,0,0,538,0,0,6271,582,0,0,296,172,0,0,0,44,0,177,0,0,49,38,0,927,0,0,0,41,0,33,12,40,0,0,543,11,39,105,29,4700,121,0,0,0,14,0,0,0,91,12,0,223,0,5485
Ruminococcus_G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,118,0,0,2775,0,59,0,23,0,38,0,0,11,0,0,81,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,217
Franconibacter,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,29,0,23,0,0,0,34,0,0,101,0,56,0,0,133,1059,0,0,0,0,0,0,0,0,0,60,0,14,0,0,0,0,0,73,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439,0,0,0,0,0,0,0,1510,0,0,16,58,30023,0,0,0,98,0,0,7665,0,730,0,2781,156,2697,14,16,46,0,0,2012,138,0,0,109,252,0,45,0,25,0,582,0,0,39,0,0,5174,36,0,0,0,0,0,1534,0,0,0,7476,0,396,433,235,343,0,0,71,0,0,153,0,0,156,14,172,54,0,552591
Ruminococcus_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343906,0,0,0,0,0,0,0,2049,0,0,0,26,90,0,0,0,104,0,0,1010,0,278,0,523,10,128,0,0,28,0,0,98,248,0,0,16,12,0,0,0,0,0,83,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,31,0,115,0,0,204,0,0,0,0,11,12,0,0,83,0,0,0,0,3116
Haemophilus_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,13,0,24,0,0,0,183,0,34,18,0,133,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18
Pauljensenia,0,0,0,0,0,15,20,58,0,16,11,169,15,346,81,0,11266,12,0,0,0,96,0,196,680,84,0,287,90,638,0,58,0,2996,237,0,3140,107,15764,708,36040,29,5033,116,37,6671,868,0,743,3880,0,0,22,136,0,0,0,2315,12,5061,17,1653,107,166,0,142,135,0,0,495,0,581,21,297,14,31,957,0,47,25,282,1853,24,92,13,10,983,122,0,0,48,198,93,6188,0,10033
Dielma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,4004,0,0,0,0,27,0,0,0,11,0,0,4139,0,84,0,77,0,79,0,0,13,0,0,97,60,0,0,16,0,0,0,0,0,0,9066,0,28,4574,0,0,0,0,233,0,0,0,0,0,0,0,0,28,0,0,0,0,110,0,0,0,0,0,12,0,0,0,0,0,0,0,1049
GCA-900066755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4825,0,0,0,0,0,0,0,23,0,0,0,38,118,15,0,0,190,0,0,9450,0,2443,13,1035,0,778,0,0,0,0,0,748,22,0,0,0,16,0,0,0,0,0,75,0,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,201,0,0,0,0,17,0,0,0,0,0,18,39,0,4249
Raoultibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,540,0,19,0,88,0,112,0,0,11,0,0,67,169,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,31,0,42
QAMM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,82,0,0,0,0,35,0,0,0,61,0,0,5816,0,620,0,290,0,351,0,0,0,0,0,171,19,0,0,15,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,1476
Anaerosacchariphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21664,0,0,0,0,0,0,0,2406,0,0,0,24,508,0,0,0,92,0,0,10391,0,973,0,1118,18,1536,0,0,18,0,0,23598,232,0,0,101,186,0,0,0,18,0,167,0,0,0,13,0,29,0,0,0,25,0,0,12,0,0,0,14,0,267,10,0,776,0,0,0,0,0,17,0,0,27,0,0,24,0,7933
Holdemania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,124,0,0,0,0,39,0,0,0,16,0,0,531,0,343,0,446,0,962,0,0,0,0,0,297,62,0,0,0,95,0,0,0,0,0,5218,0,0,2511,0,0,0,0,115,0,0,0,0,12,0,0,0,13,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,13,0,3265
